#filename	date	concept_num	concept
21139367	2010-12-08	Bile duct cancer	3
21139367	2010-12-08	Liver cancer	2
15366223	2004-09-14	Stomach cancer	1
15484294	2004-10-14	Bile duct cancer	7
17287171	2007-02-08	Bile duct cancer	8
27084680	2016-04-16	Bile duct cancer	10
22322954	2012-09-05	Bile duct cancer	5
25087941	2014-08-25	Bile duct cancer	3
25203810	2015-01-21	Bile duct cancer	1
24896196	2014-07-22	Liver cancer	2
1847363	1991-03-25	Liver cancer	1
27279267	2016-07-19	Bile duct cancer	6
11725477	2001-11-29	Bile duct cancer	6
2164561	1990-08-23	Liver cancer	3
27439433	2016-07-21	Liver cancer	1
23339102	2013-01-22	Bile duct cancer	2
24073370	2013-09-27	Bile duct cancer	2
14994303	2004-03-02	Liver cancer	5
24914391	2014-06-10	Bile duct cancer	2
19085911	2009-01-05	Bile duct cancer	11
19085911	2009-01-05	Pancreatic Cancer	6
19085911	2009-01-05	Liver cancer	4
21440549	2011-07-04	Bile duct cancer	7
18460846	2008-05-07	Bile duct cancer	1
15949432	2005-06-13	Bile duct cancer	5
15949432	2005-06-13	Pancreatic Cancer	4
1663736	1992-03-04	Bile duct cancer	4
16508808	2006-05-08	Bile duct cancer	12
2685434	1990-01-09	Stomach cancer	2
7191719	1981-01-26	Liver cancer	1
25476031	2015-06-08	Bile duct cancer	6
19084911	2008-12-16	Bile duct cancer	8
23872482	2014-04-11	Bile duct cancer	2
21756768	2011-07-15	Liver cancer	7
28008299	2016-12-23	Bile duct cancer	6
27864927	2016-11-19	Bile duct cancer	5
23942005	2013-11-28	Bile duct cancer	1
21898484	2011-12-22	Bile duct cancer	4
22241367	2012-01-13	Bile duct cancer	3
22762403	2012-07-05	Bile duct cancer	5
22762403	2012-07-05	Liver cancer	1
25155283	2014-11-14	Bile duct cancer	4
24186137	2014-05-05	Bile duct cancer	12
17359686	2007-03-15	Bile duct cancer	8
26340507	2015-12-16	Bile duct cancer	12
15135343	2004-05-11	Liver cancer	2
27216979	2016-07-30	Bile duct cancer	8
28124097	2017-01-26	Bile duct cancer	1
18057991	2008-02-15	Bile duct cancer	11
26695839	2016-02-23	Bile duct cancer	6
10520864	1999-10-27	Liver cancer	2
26458491	2015-10-27	Bile duct cancer	1
22735632	2012-07-16	Bile duct cancer	2
18306229	2008-03-04	Bile duct cancer	6
26918527	2016-05-10	Bile duct cancer	4
21779932	2011-09-12	Bile duct cancer	1
26093092	2015-08-19	Liver cancer	5
17623095	2007-08-08	Bile duct cancer	1
17623095	2007-08-08	Liver cancer	1
1726227	1992-07-06	Bile duct cancer	3
21459725	2011-04-04	Bile duct cancer	11
12607581	2003-02-27	Bile duct cancer	1
9545015	1998-05-15	Colorectal cancer	1
11223718	2001-03-06	Liver cancer	3
24351817	2013-12-19	Bile duct cancer	4
25516234	2015-04-13	Pancreatic Cancer	1
24119741	2013-10-14	Liver cancer	4
12378511	2002-10-14	Bile duct cancer	3
24955710	2014-06-24	Bile duct cancer	2
