#filename	date	concept_num	concept
21033220	2010-10-29	Colorectal cancer	5
6208473	1984-11-28	Colorectal cancer	3
6208473	1984-11-28	Liver cancer	1
22735932	2012-08-29	Colorectal cancer	2
19259744	2009-04-03	Colorectal cancer	5
23593308	2013-04-17	Colorectal cancer	6
8823991	1996-11-06	Colorectal cancer	5
12093899	2002-07-10	Colorectal cancer	5
10644941	2000-03-01	Colorectal cancer	2
10763959	2000-04-25	Colorectal cancer	6
20404024	2010-04-20	Colorectal cancer	2
10625170	2000-01-07	Colorectal cancer	6
15589595	2004-12-15	Colorectal cancer	1
15970706	2005-08-30	Colorectal cancer	4
21078964	2010-12-08	Colorectal cancer	1
20580775	2010-11-29	Colorectal cancer	1
20580775	2010-11-29	Liver cancer	6
15048074	2004-06-04	Colorectal cancer	1
19588498	2009-11-17	Colorectal cancer	1
19797085	2009-11-09	Colorectal cancer	2
20001295	2009-12-16	Colorectal cancer	3
7737909	1995-06-08	Colorectal cancer	2
23701420	2013-07-26	Colorectal cancer	1
22581265	2012-06-13	Colorectal cancer	7
18782761	2008-11-10	Colorectal cancer	1
24722974	2014-06-02	Colorectal cancer	3
17525678	2007-05-25	Colorectal cancer	2
18362931	2008-03-25	Colorectal cancer	5
15362568	2004-09-14	Colorectal cancer	1
15362568	2004-09-14	Liver cancer	4
22621366	2012-09-11	Colorectal cancer	9
21544409	2011-05-05	Stomach cancer	1
21544409	2011-05-05	Colorectal cancer	2
16719202	2006-05-24	Colorectal cancer	2
22282400	2012-09-21	Colorectal cancer	4
15955785	2005-11-14	Colorectal cancer	8
23302463	2013-01-10	Colorectal cancer	8
12111119	2002-07-11	Colorectal cancer	3
12209584	2002-09-04	Colorectal cancer	5
2015594	1991-05-17	Colorectal cancer	5
11706064	2001-11-13	Colorectal cancer	1
11691783	2001-11-05	Colorectal cancer	5
16819630	2006-12-01	Colorectal cancer	3
20077021	2010-06-22	Colorectal cancer	4
11990296	2002-05-06	Colorectal cancer	2
22251819	2012-02-21	Colorectal cancer	5
14559799	2003-10-15	Colorectal cancer	6
9291818	1997-09-24	Colorectal cancer	1
22526619	2012-05-25	Colorectal cancer	3
22526619	2012-05-25	Liver cancer	1
11163334	2001-02-22	Colorectal cancer	9
10021355	1999-03-23	Colorectal cancer	1
20813715	2010-09-03	Colorectal cancer	5
21191307	2011-02-09	Colorectal cancer	7
15598787	2004-12-15	Colorectal cancer	2
18543267	2008-08-11	Colorectal cancer	10
19420017	2009-07-02	Colorectal cancer	6
3387441	1988-08-10	Colorectal cancer	1
10024674	1999-05-06	Colorectal cancer	2
11260864	2001-03-22	Bile duct cancer	5
11260864	2001-03-22	Colorectal cancer	5
19399471	2009-05-29	Colorectal cancer	5
12742155	2003-05-13	Colorectal cancer	1
16025118	2005-07-21	Colorectal cancer	1
22007478	2011-10-19	Colorectal cancer	2
23019048	2012-10-03	Colorectal cancer	4
16169935	2005-12-22	Colorectal cancer	3
22202456	2012-04-06	Colorectal cancer	8
20878063	2010-09-29	Colorectal cancer	2
21136174	2011-05-24	Stomach cancer	3
21136174	2011-05-24	Colorectal cancer	1
19737943	2009-09-16	Colorectal cancer	3
9587516	1998-06-09	Colorectal cancer	9
21947186	2012-01-02	Esophageal cancer	1
21947186	2012-01-02	Colorectal cancer	5
9927047	1999-02-10	Colorectal cancer	7
17072338	2007-05-03	Colorectal cancer	3
19994725	2009-12-09	Colorectal cancer	1
22122764	2011-11-29	Colorectal cancer	2
21731662	2011-07-06	Colorectal cancer	5
22505647	2012-06-04	Colorectal cancer	4
16008516	2005-07-12	Colorectal cancer	2
15877230	2005-06-30	Colorectal cancer	1
20394854	2010-04-16	Colorectal cancer	1
17360025	2007-05-18	Colorectal cancer	3
16278819	2005-12-12	Colorectal cancer	5
23482591	2013-04-30	Colorectal cancer	1
19787264	2009-09-29	Colorectal cancer	5
16551850	2006-03-22	Colorectal cancer	9
11067949	2000-11-21	Colorectal cancer	4
21464612	2011-06-16	Colorectal cancer	1
15492264	2004-10-19	Colorectal cancer	4
23522088	2013-04-05	Colorectal cancer	6
22294761	2012-02-01	Colorectal cancer	4
8376401	1993-10-20	Colorectal cancer	5
21356164	2011-03-01	Colorectal cancer	6
16705313	2006-05-31	Colorectal cancer	3
10383136	1999-07-19	Colorectal cancer	5
9307288	1997-10-20	Colorectal cancer	2
12761580	2003-05-22	Colorectal cancer	1
24528079	2014-02-17	Colorectal cancer	1
12670889	2003-04-02	Colorectal cancer	1
21533375	2011-05-02	Colorectal cancer	1
21541641	2011-05-04	Colorectal cancer	4
22951929	2012-12-20	Colorectal cancer	3
19666136	2009-11-02	Colorectal cancer	5
22367509	2012-03-12	Colorectal cancer	6
21151390	2010-12-14	Colorectal cancer	8
15539957	2005-02-01	Colorectal cancer	2
12889595	2003-07-31	Colorectal cancer	1
22461522	2012-07-04	Colorectal cancer	6
24297037	2014-02-27	Colorectal cancer	3
18039426	2007-11-27	Colorectal cancer	4
11943708	2002-04-10	Colorectal cancer	1
22351685	2012-05-03	Colorectal cancer	1
11798924	2002-01-18	Colorectal cancer	3
21857250	2012-02-20	Colorectal cancer	1
17051350	2007-07-06	Bile duct cancer	3
17051350	2007-07-06	Colorectal cancer	1
7540237	1995-07-18	Colorectal cancer	1
1701200	1991-01-15	Colorectal cancer	2
23340319	2013-01-23	Colorectal cancer	1
24520223	2014-02-12	Colorectal cancer	3
11888673	2002-03-12	Colorectal cancer	2
23711333	2013-09-30	Colorectal cancer	6
21929751	2011-10-04	Colorectal cancer	2
19773752	2009-10-14	Colorectal cancer	7
15809704	2005-04-05	Colorectal cancer	1
21204909	2011-06-09	Colorectal cancer	1
22935458	2012-08-31	Colorectal cancer	6
16138421	2005-09-02	Colorectal cancer	1
12419158	2002-11-06	Colorectal cancer	5
17699774	2007-08-16	Colorectal cancer	12
23713947	2013-05-29	Colorectal cancer	2
11142525	2001-01-04	Colorectal cancer	1
15634646	2005-01-06	Colorectal cancer	1
17665249	2007-11-08	Colorectal cancer	6
12198708	2002-08-28	Colorectal cancer	9
21536019	2011-05-27	Colorectal cancer	8
14562032	2003-10-16	Colorectal cancer	1
22104393	2012-02-06	Colorectal cancer	9
16606335	2006-04-11	Colorectal cancer	2
19437480	2009-06-17	Colorectal cancer	1
6360325	1984-02-21	Colorectal cancer	1
15950905	2005-06-13	Colorectal cancer	1
8204657	1994-07-11	Colorectal cancer	3
16446370	2006-03-27	Colorectal cancer	2
19186948	2009-06-08	Colorectal cancer	6
20633731	2010-07-16	Colorectal cancer	3
23108567	2013-04-08	Colorectal cancer	3
17044774	2006-10-18	Colorectal cancer	4
23079973	2013-02-14	Colorectal cancer	5
17375356	2007-06-01	Colorectal cancer	10
21407259	2011-07-21	Colorectal cancer	9
8348850	1993-09-10	Colorectal cancer	3
17328794	2007-03-23	Stomach cancer	2
17328794	2007-03-23	Colorectal cancer	1
11729471	2001-12-03	Colorectal cancer	1
20565851	2010-07-19	Colorectal cancer	4
18174257	2008-03-03	Colorectal cancer	5
15911104	2005-05-24	Colorectal cancer	1
15911104	2005-05-24	Liver cancer	1
21190025	2011-03-22	Colorectal cancer	6
19574499	2009-09-02	Colorectal cancer	1
15254403	2004-10-19	Colorectal cancer	1
19433578	2009-06-29	Colorectal cancer	2
20587337	2010-06-30	Colorectal cancer	1
22547830	2012-05-16	Colorectal cancer	3
19705132	2010-01-08	Stomach cancer	1
19705132	2010-01-08	Colorectal cancer	3
19662090	2009-08-07	Colorectal cancer	7
20395538	2010-06-16	Colorectal cancer	2
18096441	2008-02-01	Colorectal cancer	5
22480271	2012-06-29	Colorectal cancer	1
16730702	2006-06-19	Colorectal cancer	3
18543228	2008-06-10	Stomach cancer	3
18543228	2008-06-10	Colorectal cancer	5
19797004	2009-10-16	Colorectal cancer	1
2492206	1989-03-07	Colorectal cancer	5
16641252	2006-04-27	Colorectal cancer	4
11194197	2001-01-17	Colorectal cancer	3
22748019	2012-07-30	Colorectal cancer	4
19509237	2009-06-16	Colorectal cancer	1
16473673	2006-02-13	Colorectal cancer	3
7882334	1995-04-12	Colorectal cancer	4
9683794	1998-09-04	Colorectal cancer	4
20420946	2010-04-27	Colorectal cancer	3
10477167	1999-09-30	Colorectal cancer	1
20194250	2010-05-28	Colorectal cancer	6
16617302	2006-08-08	Colorectal cancer	3
24946951	2014-08-20	Colorectal cancer	9
21352252	2011-06-09	Colorectal cancer	7
18269114	2008-02-13	Colorectal cancer	4
24090359	2013-11-15	Colorectal cancer	3
23257688	2013-05-08	Colorectal cancer	1
18480416	2008-07-25	Colorectal cancer	1
10344284	1999-07-29	Colorectal cancer	4
14990012	2004-03-01	Colorectal cancer	2
20813052	2010-09-24	Colorectal cancer	1
